strain_microstrain,tilt_deg,vibration_g,displacement_mm,node1_tilt_resultant,node2_tilt_resultant,node3_tilt_resultant,transient_accel_g,rms_vibration_g,anomaly_score,zone_id,hazard_zone
125.91,0.082,0.0424,1.256,0.028,0.082,0.013,0.002,0.0424,0.0933,0,ZONE_A
1208.21,7.909,1.5481,21.552,3.106,7.909,1.138,1.2135,1.5481,0.9186,2,ZONE_C
481.52,2.0,0.3552,4.779,0.679,2.0,0.212,0.1418,0.3552,0.6355,1,ZONE_B
949.97,8.675,0.7768,11.904,3.773,8.675,0.798,0.7768,0.61,0.7902,2,ZONE_C
376.39,2.74,0.3775,5.9,0.665,2.74,0.446,0.1625,0.3775,0.5388,1,ZONE_B
987.52,7.448,1.7964,15.575,3.399,7.448,1.252,0.6535,1.7964,0.8189,2,ZONE_C
112.42,0.179,0.0301,2.315,0.033,0.179,0.016,0.0222,0.0301,0.1649,0,ZONE_A
750.0,1.815,0.3151,5.605,0.428,1.815,0.227,0.2047,0.3151,0.6277,1,ZONE_B
101.68,0.192,0.0313,1.389,0.045,0.192,0.016,0.0266,0.0313,0.0713,0,ZONE_A
1156.11,7.478,1.9149,13.354,3.101,7.478,0.953,1.4024,1.9149,0.9523,2,ZONE_C
146.67,0.119,0.0446,1.281,0.047,0.119,0.025,0.0029,0.0446,0.1578,0,ZONE_A
470.68,2.498,0.2538,5.693,0.614,2.498,0.192,0.2227,0.2538,0.5617,1,ZONE_B
118.12,0.165,0.0382,0.839,0.017,0.165,0.017,0.002,0.0382,0.3286,0,ZONE_A
520.75,2.122,0.2587,4.107,0.496,2.122,0.272,0.0906,0.2587,0.6414,1,ZONE_B
1175.71,9.2,1.8191,13.748,3.544,9.2,1.379,0.7863,1.8191,0.7946,2,ZONE_C
537.85,2.761,0.2002,4.063,0.545,2.761,0.236,0.2002,0.1544,0.4587,1,ZONE_B
158.01,0.185,0.0377,1.505,0.027,0.185,0.028,0.0045,0.0377,0.302,0,ZONE_A
134.66,0.142,0.0314,0.87,0.02,0.142,0.028,0.0063,0.0314,0.0507,0,ZONE_A
181.13,0.105,0.0156,1.05,0.032,0.105,0.015,0.0082,0.0156,0.2792,0,ZONE_A
520.51,1.852,0.3435,5.251,0.857,1.852,0.23,0.08,0.3435,0.3904,1,ZONE_B
953.28,8.311,0.9952,13.677,3.463,8.311,0.964,0.6576,0.9952,0.7969,2,ZONE_C
468.73,2.075,0.4819,5.206,0.696,2.075,0.248,0.1333,0.4819,0.4087,1,ZONE_B
98.21,0.128,0.0394,0.911,0.019,0.128,0.021,0.0024,0.0394,0.2662,0,ZONE_A
105.06,0.073,0.0365,0.7,0.028,0.073,0.032,0.0236,0.0365,0.2785,0,ZONE_A
165.65,0.149,0.0224,0.629,0.037,0.149,0.021,0.0169,0.0224,0.0699,0,ZONE_A
423.1,2.318,0.3833,3.128,0.821,2.318,0.018,0.1887,0.3833,0.616,1,ZONE_B
505.73,2.563,0.3772,5.5,0.619,2.563,0.311,0.08,0.3772,0.5607,1,ZONE_B
1206.78,7.935,1.5945,20.844,3.643,7.935,0.896,1.2845,1.5945,0.7381,2,ZONE_C
117.6,0.053,0.0481,1.192,0.02,0.053,0.011,0.0026,0.0481,0.1197,0,ZONE_A
598.77,2.182,0.4724,4.603,0.366,2.182,0.37,0.1142,0.4724,0.666,1,ZONE_B
905.99,7.165,1.4878,11.168,2.233,7.165,0.96,0.7011,1.4878,0.7649,2,ZONE_C
153.85,0.089,0.0079,1.646,0.029,0.089,0.034,0.0057,0.0079,0.234,0,ZONE_A
80.44,0.194,0.0271,1.375,0.012,0.194,0.028,0.002,0.0271,0.2353,0,ZONE_A
520.65,2.696,0.4207,3.71,0.546,2.696,0.281,0.2095,0.4207,0.4428,1,ZONE_B
760.0,7.409,1.914,19.294,3.341,7.409,1.329,0.62,1.914,0.7677,2,ZONE_C
152.66,0.17,0.0516,1.202,0.022,0.17,0.015,0.0069,0.0516,0.0905,0,ZONE_A
480.17,2.469,0.375,5.756,0.713,2.469,0.182,0.0813,0.375,0.4771,1,ZONE_B
362.39,1.803,0.361,5.301,0.66,1.803,0.245,0.1482,0.361,0.552,1,ZONE_B
1149.94,8.147,1.4622,17.078,4.529,8.147,1.318,0.7715,1.4622,0.721,2,ZONE_C
105.2,0.141,0.0389,1.12,0.05,0.141,0.024,0.0053,0.0389,0.3136,0,ZONE_A
156.14,0.161,0.0452,0.92,0.048,0.161,0.027,0.0083,0.0452,0.1624,0,ZONE_A
490.02,2.429,0.29,5.132,0.613,2.429,0.239,0.1803,0.29,0.568,1,ZONE_B
1020.96,8.113,1.9232,15.287,3.521,8.113,1.033,0.62,1.9232,0.7509,2,ZONE_C
149.79,0.113,0.024,0.803,0.019,0.113,0.033,0.0075,0.024,0.2024,0,ZONE_A
1106.1,7.039,1.9838,14.632,3.814,7.039,1.657,0.8694,1.9838,0.7313,2,ZONE_C
107.14,0.176,0.0239,1.206,0.027,0.176,0.023,0.0088,0.0239,0.3035,0,ZONE_A
99.09,0.104,0.0409,0.91,0.036,0.104,0.018,0.0302,0.0409,0.2741,0,ZONE_A
968.28,7.191,2.1671,16.055,2.748,7.191,1.607,0.7237,2.1671,0.99,2,ZONE_C
1104.15,7.903,2.5649,20.47,3.145,7.903,0.65,0.9107,2.5649,0.9569,2,ZONE_C
991.85,8.793,1.3237,9.351,3.352,8.793,0.89,0.62,1.3237,0.955,2,ZONE_C
1012.35,6.754,2.0165,9.319,3.185,6.754,1.367,0.62,2.0165,0.7188,2,ZONE_C
808.74,10.035,1.4864,17.405,4.239,10.035,1.179,1.3929,1.4864,0.9426,2,ZONE_C
1002.66,8.453,1.1097,10.16,3.307,8.453,1.622,1.0975,1.1097,0.8209,2,ZONE_C
831.57,5.95,1.4127,18.958,3.287,5.95,1.103,0.7197,1.4127,0.8315,2,ZONE_C
384.69,1.427,0.5144,5.102,0.446,1.427,0.219,0.1911,0.5144,0.5731,1,ZONE_B
600.68,2.161,0.2859,3.114,0.639,2.161,0.151,0.1226,0.2859,0.5967,1,ZONE_B
440.77,2.279,0.2762,4.017,0.644,2.279,0.294,0.15,0.2762,0.5249,1,ZONE_B
517.3,2.554,0.4701,3.276,0.675,2.554,0.297,0.1431,0.4701,0.6195,1,ZONE_B
116.04,0.214,0.0333,1.008,0.029,0.214,0.008,0.0333,0.0232,0.2123,0,ZONE_A
127.3,0.07,0.0138,1.434,0.039,0.07,0.038,0.0108,0.0138,0.304,0,ZONE_A
46.77,0.134,0.0344,1.233,0.02,0.134,0.03,0.0066,0.0344,0.1902,0,ZONE_A
570.43,2.176,0.453,5.973,0.438,2.176,0.154,0.158,0.453,0.3999,1,ZONE_B
845.72,9.092,1.8608,16.694,3.28,9.092,1.766,0.7614,1.8608,0.8484,2,ZONE_C
1039.06,8.679,2.2061,20.457,3.027,8.679,1.569,0.62,2.2061,0.9819,2,ZONE_C
853.32,7.099,1.8311,18.839,2.904,7.099,1.121,1.2052,1.8311,0.9643,2,ZONE_C
320.0,2.352,0.2832,4.11,0.502,2.352,0.203,0.2197,0.2832,0.6431,1,ZONE_B
90.68,0.133,0.0437,0.742,0.044,0.133,0.029,0.0026,0.0437,0.083,0,ZONE_A
485.09,2.246,0.3538,3.862,0.758,2.246,0.31,0.1408,0.3538,0.639,1,ZONE_B
871.71,8.085,1.8702,24.706,2.376,8.085,0.762,1.0628,1.8702,0.8455,2,ZONE_C
586.03,1.928,0.2894,4.868,0.93,1.928,0.22,0.2894,0.1869,0.6659,1,ZONE_B
442.97,2.033,0.4679,4.19,0.643,2.033,0.223,0.206,0.4679,0.5075,1,ZONE_B
423.9,2.684,0.3856,5.632,0.521,2.684,0.123,0.1932,0.3856,0.4618,1,ZONE_B
903.63,6.887,1.9783,11.75,2.815,6.887,1.328,0.8402,1.9783,0.8672,2,ZONE_C
547.5,1.794,0.4348,5.219,0.592,1.794,0.291,0.1189,0.4348,0.6097,1,ZONE_B
142.01,0.064,0.0367,1.193,0.021,0.064,0.034,0.0148,0.0367,0.311,0,ZONE_A
1016.49,8.266,1.135,21.18,1.683,8.266,1.327,1.094,1.135,0.9834,2,ZONE_C
157.2,0.116,0.0328,1.316,0.042,0.116,0.034,0.002,0.0328,0.0591,0,ZONE_A
850.56,9.286,1.4651,17.374,2.912,9.286,1.439,1.1131,1.4651,0.9294,2,ZONE_C
819.1,8.117,1.4121,17.906,3.092,8.117,1.14,0.643,1.4121,0.9853,2,ZONE_C
137.18,0.129,0.0234,1.855,0.008,0.129,0.007,0.016,0.0234,0.2532,0,ZONE_A
140.02,0.213,0.0585,0.242,0.012,0.213,0.036,0.0033,0.0585,0.2073,0,ZONE_A
429.45,1.993,0.2426,4.299,0.485,1.993,0.305,0.08,0.2426,0.6324,1,ZONE_B
165.83,0.08,0.0613,1.981,0.038,0.08,0.019,0.0151,0.0613,0.3019,0,ZONE_A
126.94,0.212,0.0513,1.041,0.027,0.212,0.049,0.0222,0.0513,0.2703,0,ZONE_A
883.32,9.114,1.682,11.752,3.178,9.114,0.988,0.6443,1.682,0.7526,2,ZONE_C
110.35,0.132,0.0356,1.234,0.054,0.132,0.029,0.002,0.0356,0.2711,0,ZONE_A
565.86,2.333,0.1799,4.502,0.624,2.333,0.124,0.1799,0.0906,0.6573,1,ZONE_B
432.84,2.148,0.4965,2.5,0.846,2.148,0.173,0.2487,0.4965,0.4259,1,ZONE_B
111.47,0.122,0.0456,0.754,0.032,0.122,0.037,0.0182,0.0456,0.1009,0,ZONE_A
433.09,2.283,0.3986,2.5,0.438,2.283,0.169,0.1674,0.3986,0.3949,1,ZONE_B
940.25,6.967,1.3354,16.104,2.501,6.967,1.299,1.3354,1.0341,0.7452,2,ZONE_C
601.61,2.163,0.3222,5.087,0.53,2.163,0.297,0.1763,0.3222,0.4753,1,ZONE_B
1431.15,8.024,1.721,18.975,2.422,8.024,1.338,1.0571,1.721,0.7403,2,ZONE_C
326.16,2.17,0.4418,4.798,0.562,2.17,0.37,0.1388,0.4418,0.5551,1,ZONE_B
760.0,7.382,1.1139,15.593,4.889,7.382,1.333,0.9894,1.1139,0.8941,2,ZONE_C
933.38,7.519,1.3161,12.976,3.589,7.519,1.128,1.035,1.3161,0.8759,2,ZONE_C
609.43,2.364,0.201,5.599,0.665,2.364,0.228,0.201,0.2,0.4789,1,ZONE_B
1032.54,6.776,2.4745,9.239,2.65,6.776,1.766,0.9352,2.4745,0.9598,2,ZONE_C
483.11,1.896,0.2456,4.089,0.478,1.896,0.135,0.08,0.2456,0.364,1,ZONE_B
112.98,0.162,0.0392,2.088,0.027,0.162,0.032,0.002,0.0392,0.1204,0,ZONE_A
563.71,1.863,0.3098,5.651,0.595,1.863,0.233,0.1372,0.3098,0.5836,1,ZONE_B
839.49,6.336,1.3947,11.978,2.995,6.336,1.032,1.114,1.3947,0.8015,2,ZONE_C
589.44,1.847,0.3657,5.316,0.786,1.847,0.284,0.08,0.3657,0.6582,1,ZONE_B
106.94,0.117,0.0542,0.768,0.017,0.117,0.036,0.015,0.0542,0.1828,0,ZONE_A
988.5,8.915,2.1005,15.536,2.312,8.915,1.828,0.7133,2.1005,0.9738,2,ZONE_C
176.01,0.111,0.0564,1.103,0.021,0.111,0.024,0.002,0.0564,0.2003,0,ZONE_A
649.85,2.021,0.2849,6.095,0.529,2.021,0.414,0.2024,0.2849,0.384,1,ZONE_B
1193.97,9.793,1.5189,19.071,3.14,9.793,1.061,0.62,1.5189,0.7496,2,ZONE_C
1034.06,9.283,1.7103,12.829,3.633,9.283,1.39,0.62,1.7103,0.9855,2,ZONE_C
473.06,2.248,0.2658,6.882,0.64,2.248,0.243,0.1048,0.2658,0.482,1,ZONE_B
136.29,0.109,0.0293,0.545,0.02,0.109,0.026,0.0027,0.0293,0.0534,0,ZONE_A
584.25,2.715,0.4513,3.478,0.819,2.715,0.196,0.2765,0.4513,0.6017,1,ZONE_B
147.7,0.069,0.0195,1.422,0.03,0.069,0.034,0.019,0.0195,0.2952,0,ZONE_A
551.53,2.321,0.4947,4.105,0.67,2.321,0.143,0.0821,0.4947,0.6305,1,ZONE_B
120.21,0.182,0.0345,1.35,0.037,0.182,0.03,0.0022,0.0345,0.2792,0,ZONE_A
541.61,2.604,0.2943,2.861,0.462,2.604,0.175,0.151,0.2943,0.5834,1,ZONE_B
1239.02,9.065,1.7495,16.766,1.995,9.065,1.221,0.62,1.7495,0.8998,2,ZONE_C
477.71,2.723,0.4693,2.838,0.653,2.723,0.088,0.135,0.4693,0.5173,1,ZONE_B
915.03,8.012,0.8384,21.892,3.317,8.012,1.208,0.62,0.8384,0.9057,2,ZONE_C
1379.01,7.959,1.0804,11.427,2.423,7.959,1.363,1.0804,0.873,0.9336,2,ZONE_C
1251.79,8.352,2.0126,24.35,2.769,8.352,1.185,1.0879,2.0126,0.9538,2,ZONE_C
602.98,2.355,0.373,4.234,0.436,2.355,0.123,0.2001,0.373,0.6135,1,ZONE_B
1101.95,8.883,1.6069,15.563,3.85,8.883,1.26,0.62,1.6069,0.9855,2,ZONE_C
583.95,2.012,0.334,3.797,0.536,2.012,0.181,0.1635,0.334,0.5287,1,ZONE_B
931.8,6.547,2.6444,17.37,2.779,6.547,1.323,0.62,2.6444,0.787,2,ZONE_C
545.63,2.139,0.5656,5.915,0.606,2.139,0.175,0.1211,0.5656,0.4355,1,ZONE_B
654.25,2.029,0.3991,5.151,0.668,2.029,0.124,0.1054,0.3991,0.5037,1,ZONE_B
137.29,0.119,0.0414,0.942,0.035,0.119,0.012,0.0242,0.0414,0.2008,0,ZONE_A
460.75,2.503,0.3737,6.97,0.514,2.503,0.228,0.1791,0.3737,0.4108,1,ZONE_B
417.53,2.036,0.3665,6.022,0.479,2.036,0.235,0.2486,0.3665,0.5303,1,ZONE_B
128.13,0.127,0.0243,1.221,0.041,0.127,0.008,0.0021,0.0243,0.1847,0,ZONE_A
418.61,1.85,0.4006,4.941,0.56,1.85,0.266,0.08,0.4006,0.5407,1,ZONE_B
149.11,0.16,0.0355,0.947,0.008,0.16,0.036,0.0267,0.0355,0.219,0,ZONE_A
948.76,7.9,1.4494,17.784,3.943,7.9,1.567,1.4494,1.4112,0.9403,2,ZONE_C
64.67,0.12,0.0346,1.407,0.013,0.12,0.025,0.0023,0.0346,0.1989,0,ZONE_A
125.49,0.11,0.0576,1.224,0.028,0.11,0.014,0.002,0.0576,0.2571,0,ZONE_A
167.95,0.11,0.0524,1.163,0.014,0.11,0.042,0.0022,0.0524,0.143,0,ZONE_A
578.81,2.236,0.3862,2.5,0.626,2.236,0.424,0.1418,0.3862,0.4847,1,ZONE_B
1198.44,7.181,1.3212,18.326,3.697,7.181,0.955,0.8604,1.3212,0.891,2,ZONE_C
475.45,1.997,0.4187,5.066,0.68,1.997,0.141,0.2221,0.4187,0.4517,1,ZONE_B
965.31,10.717,1.8428,18.177,3.868,10.717,1.247,1.2911,1.8428,0.8102,2,ZONE_C
111.56,0.229,0.0287,1.455,0.023,0.229,0.038,0.0037,0.0287,0.0972,0,ZONE_A
452.09,2.727,0.42,5.547,0.714,2.727,0.182,0.1233,0.42,0.5902,1,ZONE_B
803.63,9.788,1.1298,12.617,3.358,9.788,1.411,1.1298,0.9585,0.7167,2,ZONE_C
124.94,0.149,0.0333,0.933,0.049,0.149,0.045,0.003,0.0333,0.0816,0,ZONE_A
368.64,1.969,0.258,5.179,0.506,1.969,0.162,0.2143,0.258,0.6462,1,ZONE_B
1037.58,7.761,1.0985,17.594,3.508,7.761,1.383,0.62,1.0985,0.797,2,ZONE_C
846.38,6.574,1.6324,9.982,2.294,6.574,1.46,0.62,1.6324,0.8472,2,ZONE_C
493.4,2.29,0.3683,4.95,0.604,2.29,0.329,0.153,0.3683,0.6325,1,ZONE_B
464.65,2.951,0.3028,5.044,0.456,2.951,0.296,0.1615,0.3028,0.6442,1,ZONE_B
480.51,2.738,0.5518,5.896,0.555,2.738,0.223,0.1468,0.5518,0.5059,1,ZONE_B
593.82,2.075,0.2502,4.767,0.622,2.075,0.183,0.1216,0.2502,0.5888,1,ZONE_B
142.76,0.094,0.0373,0.785,0.047,0.094,0.02,0.0071,0.0373,0.3025,0,ZONE_A
544.16,2.283,0.3785,6.846,0.865,2.283,0.301,0.1875,0.3785,0.5521,1,ZONE_B
562.19,2.473,0.3345,4.884,0.68,2.473,0.198,0.08,0.3345,0.4186,1,ZONE_B
1010.2,7.161,1.1321,15.58,1.891,7.161,1.355,0.849,1.1321,0.8498,2,ZONE_C
618.13,2.484,0.2252,3.344,0.482,2.484,0.094,0.1468,0.2252,0.627,1,ZONE_B
194.31,0.19,0.0165,0.779,0.036,0.19,0.038,0.0067,0.0165,0.1094,0,ZONE_A
572.27,2.302,0.3637,5.588,0.77,2.302,0.092,0.1558,0.3637,0.5609,1,ZONE_B
336.91,1.645,0.2787,4.065,0.783,1.645,0.249,0.1581,0.2787,0.4832,1,ZONE_B
862.99,8.344,1.2519,13.888,3.614,8.344,1.478,1.2519,0.7702,0.83,2,ZONE_C
963.47,5.697,1.1936,10.2,3.11,5.697,1.804,1.1936,0.9726,0.7989,2,ZONE_C
794.39,8.865,1.6633,12.264,3.708,8.865,1.294,0.85,1.6633,0.9869,2,ZONE_C
578.25,2.441,0.2868,5.358,0.752,2.441,0.186,0.1109,0.2868,0.4552,1,ZONE_B
999.33,7.808,1.5107,8.352,4.088,7.808,1.098,0.6366,1.5107,0.7282,2,ZONE_C
145.26,0.089,0.0442,1.52,0.027,0.089,0.022,0.0219,0.0442,0.1978,0,ZONE_A
544.57,2.085,0.3349,4.337,0.64,2.085,0.354,0.1081,0.3349,0.5032,1,ZONE_B
922.59,9.894,1.0758,14.331,2.671,9.894,1.465,0.8203,1.0758,0.7552,2,ZONE_C
127.92,0.123,0.0209,1.271,0.038,0.123,0.017,0.002,0.0209,0.195,0,ZONE_A
439.98,2.553,0.263,4.708,0.776,2.553,0.215,0.1916,0.263,0.4238,1,ZONE_B
415.3,2.001,0.398,6.059,0.669,2.001,0.194,0.1474,0.398,0.5212,1,ZONE_B
1377.76,7.329,1.7725,14.208,3.877,7.329,0.93,0.62,1.7725,0.7512,2,ZONE_C
545.77,2.511,0.2089,5.643,0.656,2.511,0.116,0.1435,0.2089,0.423,1,ZONE_B
995.59,7.293,1.4214,11.726,2.358,7.293,1.174,1.3232,1.4214,0.9402,2,ZONE_C
865.82,6.975,1.4189,22.995,2.771,6.975,1.362,1.2052,1.4189,0.8618,2,ZONE_C
85.85,0.164,0.0343,1.416,0.034,0.164,0.009,0.0106,0.0343,0.1425,0,ZONE_A
851.74,7.213,1.2532,13.599,2.448,7.213,1.78,1.1735,1.2532,0.9334,2,ZONE_C
506.88,2.161,0.2564,4.721,0.716,2.161,0.227,0.1312,0.2564,0.371,1,ZONE_B
1329.81,8.073,1.461,20.217,2.885,8.073,0.778,0.9066,1.461,0.7395,2,ZONE_C
1241.14,7.365,1.1627,15.777,3.535,7.365,1.428,0.62,1.1627,0.8269,2,ZONE_C
565.25,2.371,0.4456,3.432,0.611,2.371,0.202,0.1757,0.4456,0.4838,1,ZONE_B
99.1,0.076,0.0233,1.375,0.028,0.076,0.019,0.0159,0.0233,0.092,0,ZONE_A
477.06,2.321,0.461,5.605,0.746,2.321,0.196,0.1082,0.461,0.3656,1,ZONE_B
61.66,0.046,0.0278,0.358,0.011,0.046,0.045,0.0211,0.0278,0.193,0,ZONE_A
858.33,8.919,1.3731,10.397,3.824,8.919,1.442,0.944,1.3731,0.9791,2,ZONE_C
452.01,2.628,0.193,5.776,0.532,2.628,0.448,0.122,0.193,0.571,1,ZONE_B
160.06,0.098,0.0375,1.413,0.021,0.098,0.021,0.0061,0.0375,0.1172,0,ZONE_A
532.65,2.021,0.4273,2.5,0.512,2.021,0.196,0.1724,0.4273,0.5868,1,ZONE_B
613.8,2.543,0.3676,5.103,0.769,2.543,0.179,0.1902,0.3676,0.4456,1,ZONE_B
549.9,2.262,0.3125,4.563,0.872,2.262,0.127,0.1362,0.3125,0.5652,1,ZONE_B
516.65,1.93,0.3147,6.016,0.689,1.93,0.238,0.1524,0.3147,0.6213,1,ZONE_B
659.05,2.16,0.342,5.812,0.588,2.16,0.127,0.1933,0.342,0.6443,1,ZONE_B
975.26,8.426,1.614,21.703,3.152,8.426,1.073,0.62,1.614,0.766,2,ZONE_C
842.52,8.629,0.8704,18.672,2.724,8.629,1.562,0.8704,0.61,0.8315,2,ZONE_C
129.68,0.157,0.0401,1.347,0.028,0.157,0.019,0.0076,0.0401,0.2815,0,ZONE_A
467.38,2.091,0.5407,3.129,0.495,2.091,0.348,0.1747,0.5407,0.676,1,ZONE_B
156.46,0.125,0.0237,0.657,0.032,0.125,0.029,0.0047,0.0237,0.0858,0,ZONE_A
1053.1,6.856,1.1988,18.666,3.265,6.856,1.6,1.0818,1.1988,0.894,2,ZONE_C
844.43,9.13,1.8347,20.967,3.241,9.13,1.17,1.0461,1.8347,0.9865,2,ZONE_C
638.37,1.903,0.5405,5.537,0.963,1.903,0.269,0.1617,0.5405,0.4084,1,ZONE_B
441.56,2.689,0.4056,5.817,0.612,2.689,0.109,0.08,0.4056,0.4924,1,ZONE_B
152.35,0.105,0.0291,1.147,0.025,0.105,0.022,0.004,0.0291,0.0783,0,ZONE_A
122.32,0.174,0.0446,0.973,0.025,0.174,0.036,0.0171,0.0446,0.1033,0,ZONE_A
565.95,2.001,0.4737,3.866,1.167,2.001,0.273,0.08,0.4737,0.4576,1,ZONE_B
883.37,5.638,0.8126,20.098,3.994,5.638,1.201,0.62,0.8126,0.811,2,ZONE_C
151.74,0.235,0.0452,0.888,0.05,0.235,0.028,0.0161,0.0452,0.1004,0,ZONE_A
145.17,0.089,0.041,0.808,0.022,0.089,0.033,0.0144,0.041,0.3054,0,ZONE_A
579.02,2.4,0.2983,5.849,0.46,2.4,0.256,0.1688,0.2983,0.4065,1,ZONE_B
1174.61,7.605,1.5034,8.133,4.194,7.605,0.91,0.62,1.5034,0.9271,2,ZONE_C
543.56,2.371,0.4058,4.397,0.58,2.371,0.379,0.1307,0.4058,0.468,1,ZONE_B
98.43,0.223,0.0378,1.368,0.057,0.223,0.049,0.0025,0.0378,0.1387,0,ZONE_A
1010.77,7.06,2.0514,13.652,3.366,7.06,0.981,0.62,2.0514,0.9449,2,ZONE_C
458.53,2.345,0.295,4.913,0.511,2.345,0.072,0.1831,0.295,0.4264,1,ZONE_B
413.11,2.843,0.4147,5.219,0.62,2.843,0.326,0.0895,0.4147,0.3935,1,ZONE_B
1257.11,7.005,1.2869,15.077,3.939,7.005,1.221,0.9339,1.2869,0.8045,2,ZONE_C
162.49,0.135,0.0318,0.84,0.015,0.135,0.022,0.002,0.0318,0.0981,0,ZONE_A
534.17,2.457,0.4428,5.268,0.485,2.457,0.147,0.2166,0.4428,0.4925,1,ZONE_B
1072.19,6.304,2.0134,19.036,3.325,6.304,0.992,0.62,2.0134,0.9791,2,ZONE_C
146.82,0.199,0.0303,1.315,0.028,0.199,0.026,0.006,0.0303,0.1586,0,ZONE_A
117.23,0.155,0.036,0.986,0.052,0.155,0.026,0.0048,0.036,0.1732,0,ZONE_A
138.94,0.195,0.047,0.727,0.027,0.195,0.027,0.002,0.047,0.2447,0,ZONE_A
409.42,2.325,0.3165,4.577,0.581,2.325,0.133,0.1549,0.3165,0.512,1,ZONE_B
524.7,2.541,0.347,3.4,0.894,2.541,0.1,0.1973,0.347,0.6883,1,ZONE_B
477.09,2.078,0.3926,5.184,0.519,2.078,0.293,0.1226,0.3926,0.4723,1,ZONE_B
458.33,2.265,0.423,3.408,0.576,2.265,0.077,0.2316,0.423,0.6631,1,ZONE_B
175.71,0.114,0.0234,1.55,0.017,0.114,0.009,0.002,0.0234,0.0692,0,ZONE_A
123.26,0.156,0.0254,0.492,0.025,0.156,0.012,0.0062,0.0254,0.2306,0,ZONE_A
760.0,8.085,1.8581,13.44,4.086,8.085,1.43,0.6657,1.8581,0.8956,2,ZONE_C
159.89,0.104,0.0114,1.396,0.026,0.104,0.034,0.002,0.0114,0.0502,0,ZONE_A
888.46,9.208,1.296,15.758,3.185,9.208,2.021,1.296,1.2369,0.8689,2,ZONE_C
1253.31,7.717,2.2096,14.562,2.896,7.717,1.331,0.62,2.2096,0.9192,2,ZONE_C
174.71,0.169,0.0305,1.494,0.022,0.169,0.021,0.0232,0.0305,0.315,0,ZONE_A
1061.39,8.934,1.5877,19.555,2.687,8.934,1.158,0.7571,1.5877,0.8504,2,ZONE_C
320.0,2.375,0.4516,3.143,0.606,2.375,0.324,0.2126,0.4516,0.5719,1,ZONE_B
557.5,2.328,0.437,5.976,0.437,2.328,0.225,0.1415,0.437,0.5199,1,ZONE_B
129.19,0.138,0.0409,0.781,0.049,0.138,0.028,0.0083,0.0409,0.2153,0,ZONE_A
760.0,8.4,1.7203,18.77,2.27,8.4,1.535,1.1324,1.7203,0.8139,2,ZONE_C
105.88,0.113,0.0263,0.817,0.005,0.113,0.056,0.002,0.0263,0.1108,0,ZONE_A
160.88,0.16,0.0349,1.112,0.052,0.16,0.033,0.0047,0.0349,0.1492,0,ZONE_A
526.73,2.04,0.5363,4.946,0.491,2.04,0.346,0.2149,0.5363,0.4426,1,ZONE_B
571.02,1.769,0.3498,3.512,0.742,1.769,0.183,0.2095,0.3498,0.4403,1,ZONE_B
1017.4,7.096,1.3026,18.207,3.424,7.096,1.129,1.0047,1.3026,0.8366,2,ZONE_C
760.0,8.472,1.2535,17.765,2.682,8.472,1.181,0.62,1.2535,0.8061,2,ZONE_C
142.46,0.091,0.0306,1.165,0.024,0.091,0.044,0.0306,0.0214,0.0897,0,ZONE_A
488.59,2.693,0.4344,4.639,0.599,2.693,0.345,0.194,0.4344,0.377,1,ZONE_B
923.85,7.288,1.2499,11.436,2.504,7.288,1.038,1.2499,0.9818,0.9627,2,ZONE_C
532.55,2.558,0.4881,5.229,0.633,2.558,0.278,0.2133,0.4881,0.6445,1,ZONE_B
550.74,2.048,0.3448,5.357,0.484,2.048,0.23,0.17,0.3448,0.4925,1,ZONE_B
509.55,2.208,0.3361,3.994,0.852,2.208,0.185,0.2143,0.3361,0.4796,1,ZONE_B
92.4,0.173,0.0588,1.025,0.012,0.173,0.016,0.0447,0.0588,0.1333,0,ZONE_A
188.18,0.117,0.0468,1.132,0.021,0.117,0.031,0.0032,0.0468,0.0584,0,ZONE_A
506.7,1.855,0.4748,4.111,0.525,1.855,0.271,0.1708,0.4748,0.3627,1,ZONE_B
111.72,0.124,0.0315,1.455,0.012,0.124,0.041,0.0237,0.0315,0.164,0,ZONE_A
141.87,0.072,0.0132,1.561,0.036,0.072,0.011,0.0132,0.005,0.1946,0,ZONE_A
542.52,2.229,0.3493,4.474,0.641,2.229,0.239,0.1099,0.3493,0.5333,1,ZONE_B
668.22,2.101,0.323,5.829,0.669,2.101,0.256,0.1533,0.323,0.5632,1,ZONE_B
205.42,0.121,0.0555,0.836,0.04,0.121,0.023,0.0064,0.0555,0.314,0,ZONE_A
567.94,1.973,0.3811,4.237,0.539,1.973,0.267,0.2237,0.3811,0.6428,1,ZONE_B
216.78,0.13,0.0526,1.003,0.018,0.13,0.047,0.0091,0.0526,0.0757,0,ZONE_A
144.71,0.156,0.0418,1.27,0.039,0.156,0.013,0.002,0.0418,0.3143,0,ZONE_A
495.68,2.225,0.1823,6.621,0.666,2.225,0.233,0.1823,0.1575,0.3873,1,ZONE_B
923.83,8.299,1.1732,14.705,3.019,8.299,1.068,1.1732,1.1579,0.8659,2,ZONE_C
92.74,0.139,0.0368,0.761,0.018,0.139,0.04,0.0025,0.0368,0.3221,0,ZONE_A
428.77,2.262,0.3762,6.408,0.61,2.262,0.188,0.1069,0.3762,0.6226,1,ZONE_B
